id,position
7,33.8379169257
14,42.0923055726
21,38.5849533293
28,45.5217554128
35,43.1985616192
42,28.6247998432
49,32.2627810588
56,30.8950370275
63,30.8950370275
70,30.8950370275
77,36.6942552582
84,36.6942552582
91,34.7135168738
98,34.7135168738
105,35.5028872075
112,35.5028872075
119,35.5028872075
126,35.5028872075
133,30.8869976258
140,33.480524465
147,36.5060291771
154,25.737651554
161,33.9241465401
168,33.822667923
175,26.8314577392
182,26.8314577392
189,26.8314577392
196,31.7553879729
203,35.7210934446
210,34.7018726716
217,29.3836721714
224,34.7961416878
231,34.7961416878
238,34.7961416878
245,28.8987376892
252,28.8987376892
259,23.9487440513
266,23.9487440513
273,31.5712845418
280,25.4709233089
287,25.4709233089
294,25.4709233089
301,25.4709233089
308,32.405572083
315,29.9323776643
322,31.5111183316
329,33.6197106886
336,33.6197106886
343,31.582928744
350,31.582928744
357,31.582928744
364,31.582928744
371,30.5340397663
378,29.0154653091
385,40.4397851522
392,40.4397851522
399,20.8478241262
406,31.9394914041
413,31.9394914041
420,38.7956380142
427,39.2805724963
434,39.2805724963
441,31.9242424013
448,30.5942059765
455,30.5942059765
462,32.2929671131
469,32.2929671131
476,43.5875916253
483,26.9104777527
490,28.7972590721
497,23.5841419895
504,33.9762733486
511,23.9820170565
518,23.9820170565
525,23.9820170565
532,31.0827452592
539,28.3949494039
546,29.2067783413
553,29.2067783413
560,29.2067783413
567,38.2629871833
574,25.2374680691
581,23.8320164314
588,24.0421832668
595,24.0421832668
602,29.3980913734
609,18.4869227262
616,26.5081680845
623,24.9294274171
630,22.6555854322
637,22.1068799394
644,39.468280728
651,28.6356142447
658,28.6356142447
665,30.4173121464
672,23.3883943562
679,33.2919864327
686,28.5197164255
693,28.5197164255
700,22.8208350601
707,22.8208350601
714,22.8208350601
721,20.494036466
728,28.8943030881
735,23.0390412972
742,23.0390412972
749,23.0390412972
756,21.8437564948
763,22.2685247667
770,22.2685247667
777,16.9350752638
784,16.9350752638
791,16.9350752638
798,23.286915739
805,47.5468931551
812,47.5468931551
819,17.393116541
826,17.393116541
833,17.393116541
840,40.5933905779
847,26.3052108501
854,26.3052108501
861,22.8360840628
868,25.737651554
875,25.737651554
882,23.020187494
889,23.020187494
896,24.7866363929
903,22.6250874268
910,27.244581809
917,27.244581809
924,27.601144469
931,33.1419858075
938,25.9370039879
945,25.9370039879
952,34.137918176
959,44.2089131898
966,19.6858123291
973,19.6858123291
980,29.0567777161
987,30.5035417609
994,30.5035417609
1001,30.5035417609
1008,31.2740582913
