id,position
7,66.3409034113
14,65.6954598231
21,67.3116682548
28,37.3665381224
35,76.1058623783
42,66.8262858331
49,88.0213182491
56,61.6488733345
63,61.6488733345
70,61.6488733345
77,120.867261761
84,120.867261761
91,76.5339342679
98,76.5339342679
105,71.1947276287
112,71.1947276287
119,71.1947276287
126,71.1947276287
133,99.0233198085
140,89.962847936
147,99.1851139491
154,108.407379962
161,81.873140907
168,81.7113467664
175,103.553555745
182,103.553555745
189,103.553555745
196,87.2123475462
203,56.1478725548
210,102.906379182
217,92.2279659041
224,81.0641702041
231,81.0641702041
238,81.0641702041
245,98.052554965
252,98.052554965
259,96.7582018404
266,96.7582018404
273,82.5203174693
280,99.1851139491
287,99.1851139491
294,99.1851139491
301,99.1851139491
308,90.4482303578
315,95.3020545752
322,84.6236412969
329,81.3877584853
336,81.3877584853
343,56.1478725548
350,56.1478725548
357,56.1478725548
364,56.1478725548
371,74.2688162998
378,82.8439057505
385,72.8677820804
392,72.8677820804
399,105.00970301
406,91.904377623
413,91.904377623
420,95.6273758304
427,89.8027867695
434,89.8027867695
441,107.274820978
448,72.1654924722
455,72.1654924722
462,122.646997307
469,122.646997307
476,109.865260201
483,97.0817901215
490,97.8907608244
497,98.3761432462
504,117.144263553
511,136.397766282
518,136.397766282
525,136.397766282
532,77.3429049708
539,108.245585822
546,109.539938946
553,109.539938946
560,109.539938946
567,110.490467424
574,129.602412378
581,111.966851055
588,134.294442455
595,134.294442455
602,136.235972142
609,143.031326046
616,107.436615119
623,118.115028397
630,112.290439336
637,109.216350665
644,105.496818406
651,99.8322905114
658,99.8322905114
665,89.4774655143
672,120.056558084
679,133.647265893
686,55.6624901331
693,55.6624901331
700,121.350911209
707,121.350911209
714,121.350911209
721,139.633649094
728,146.429002998
735,106.304056135
742,106.304056135
749,106.304056135
756,110.996086211
763,107.274820978
770,107.274820978
777,111.966851055
784,111.966851055
791,111.966851055
798,119.894763943
805,98.4334537783
812,98.4334537783
819,147.885150264
826,147.885150264
833,147.885150264
840,111.538779165
847,107.113026837
854,107.113026837
861,105.980467853
868,108.407379962
875,108.407379962
882,110.67249793
889,110.67249793
896,115.688116288
903,143.031326046
910,126.204735426
917,126.204735426
924,161.961240494
931,109.216350665
938,97.7289666839
945,97.7289666839
952,115.202733866
959,105.616317218
966,149.341297529
973,149.341297529
980,85.1090237186
987,105.00970301
994,105.00970301
1001,105.00970301
1008,104.038938166
1015,126.366529567
1022,126.042941285
1029,126.042941285
1036,129.440618238
1043,132.83829519
1050,116.335292851
1057,154.518710027
1064,116.17349871
1071,116.497086991
1078,116.982469413
1085,117.306057694
1092,117.306057694
1099,116.011704569
1106,117.144263553
1113,72.650874894
1120,65.693726849
1127,57.60401982
1134,57.60401982
1141,57.60401982
1148,115.204466841
1155,83.3292881722
1162,72.4890807534
1169,76.3721401273
1176,97.2435842621
1183,72.8126690345
1190,97.0817901215
1197,112.290439336
1204,73.4598455969
1211,72.652607868
1218,43.2043413084
1225,43.2043413084
1232,43.2043413084
1239,72.650874894
1246,78.799052236
1253,84.7854354375
1260,72.9744631751
1267,84.3000530157
1274,61.6488733345
1281,61.3252850534
1288,61.3252850534
1295,61.3252850534
1302,61.3252850534
1309,58.2511963823
1316,81.873140907
1323,81.873140907
1330,83.0630104232
1337,94.4930838722
1344,121.83629363
1351,98.3761432462
1358,79.6080229389
1365,68.1206389577
1372,69.2329615758
1379,91.5807893418
1386,87.6977299679
1393,101.773820198
1400,82.8439057505
1407,75.4013752838
1414,84.4618471563
1421,84.4618471563
1428,84.4618471563
1435,96.919995981
1442,96.919995981
1449,92.2279659041
1456,102.582790901
1463,93.5223190288
1470,93.5223190288
1477,80.0934053606
1484,86.7269651244
1491,80.5787877824
1498,87.8595241085
1505,73.783433878
1512,87.6977299679
1519,87.6977299679
1526,76.2103459867
1533,76.2103459867
1540,72.9744631751
1547,109.54167192
1554,81.2259643447
1561,81.2259643447
1568,81.2259643447
1575,81.2259643447
1582,81.2259643447
1589,84.7854354375
1596,99.994084652
1603,90.7718186389
1610,106.142261994
1617,117.306057694
1624,111.319674493
1631,82.0349350476
1638,92.0661717636
1645,92.0661717636
1652,81.7130797405
1659,72.9744631751
1666,113.26120418
1673,143.840296749
1680,143.840296749
1687,106.789438556
1694,118.115028397
1701,118.115028397
1708,118.115028397
1715,90.0179609819
1722,90.0179609819
1729,90.0179609819
1736,137.368531126
1743,131.705736206
1750,95.7874369969
1757,124.748588161
1764,125.881147145
1771,156.783827996
1778,112.453966451
1785,127.984470972
1792,96.2728194186
1799,110.187115509
1806,103.393494578
1813,98.3761432462
1820,98.3761432462
1827,99.1851139491
1834,108.569174103
1841,104.362526448
1848,95.1953734805
1855,95.1953734805
1862,107.598409259
1869,105.818673713
1876,102.906379182
1883,102.906379182
1890,102.906379182
1897,102.906379182
1904,114.070174882
1911,114.070174882
1918,114.070174882
1925,114.070174882
1932,-114.070174882
1939,114.070174882
1946,114.070174882
1953,92.7133483259
1960,68.76781552
1967,68.76781552
1974,109.378144806
1981,103.877144026
1988,103.877144026
1995,127.660882691
2002,127.660882691
2009,113.908380742
2016,98.8615256679
2023,93.6841131694
2030,106.789438556
2037,113.099410039
2044,108.892762384
2051,104.847908869
2058,94.4930838722
2065,112.452233477
2072,109.539938946
2079,-109.539938946
2086,104.686114729
2093,115.364528007
2100,98.2160820796
2107,129.764206519
2114,102.09740848
2121,102.09740848
2128,110.67249793
2135,98.8615256679
2142,106.789438556
2149,102.25920262
2156,105.171497151
2163,110.834292071
2170,110.834292071
2177,110.834292071
2184,108.083791681
2191,108.083791681
2198,108.083791681
2205,119.247587381
2212,138.177501829
2219,138.177501829
2226,130.896765503
2233,122.807058474
2240,117.467851835
2247,110.67249793
2254,110.67249793
2261,149.341297529
2268,109.539938946
2275,109.378144806
2282,108.569174103
2289,108.569174103
2296,108.083791681
2303,115.688116288
2310,124.101411598
2317,128.308059253
2324,130.411383081
2331,123.292440895
2338,123.292440895
2345,127.822676832
2352,127.822676832
2359,129.926000659
2366,129.926000659
2373,148.208738545
2380,117.306057694
2387,115.526322148
2394,117.144263553
2401,117.144263553
2408,77.1811108302
2415,79.2844346577
2422,132.569819954
2429,79.4462287983
2436,87.3741416867
2443,92.5515541853
2450,90.7718186389
2457,82.3585233288
2464,124.101411598
2471,128.308059253
2478,120.865528787
2485,134.132648314
2492,134.132648314
2499,111.319674493
