id,position
7,73.7971290232
14,67.0232782221
21,71.4943513411
28,28.1563787729
35,75.7326030569
42,74.1711852449
49,89.1747980097
56,72.0543999945
63,72.0543999945
70,72.0543999945
77,115.258847303
84,115.258847303
91,81.7408013882
98,81.7408013882
105,77.019024933
112,77.019024933
119,77.019024933
126,77.019024933
133,100.336625743
140,92.8854007067
147,99.1970146604
154,107.823739355
161,87.2958276756
168,87.4488212551
175,104.771558382
182,104.771558382
189,104.771558382
196,89.2435459491
203,64.2817426398
210,103.899161818
217,94.9878021667
224,86.6417213086
231,86.6417213086
238,86.6417213086
245,99.2980579201
252,99.2980579201
259,99.9602573727
266,99.9602573727
273,87.2496193188
280,103.409326212
287,103.409326212
294,103.409326212
301,103.409326212
308,93.0799502761
315,97.2775345415
322,87.2576881139
329,86.3128237632
336,86.3128237632
343,65.2780479541
350,65.2780479541
357,65.2780479541
364,65.2780479541
371,80.8904452497
378,85.8311308181
385,72.1271015771
392,72.1271015771
399,107.731366049
406,94.1586753709
413,94.1586753709
420,93.6406216817
427,92.1406063521
434,92.1406063521
441,106.713616354
448,76.4887894281
455,76.4887894281
462,-114.44046582
469,-114.44046582
476,104.81415173
483,100.855211699
490,100.188842627
497,101.776181322
504,115.657100467
511,134.395926812
518,134.395926812
525,134.395926812
532,83.731730369
539,110.018200165
546,109.161103213
553,109.161103213
560,109.161103213
567,112.326670299
574,126.51436102
581,112.155300192
588,134.429203087
595,134.429203087
602,129.112475703
609,-138.626228216
616,111.97280424
623,116.994616802
630,110.865279934
637,110.030060605
644,98.1166629895
651,100.419496099
658,100.419496099
665,94.5772651421
672,119.919209672
679,131.18471824
686,65.500288145
693,65.500288145
700,120.77606151
707,120.77606151
714,120.77606151
721,135.335516352
728,-143.582818432
735,109.489092371
742,109.489092371
749,109.489092371
756,111.618086073
763,109.283587781
770,109.283587781
777,116.845059267
784,116.845059267
791,116.845059267
798,120.02077554
805,91.2058173502
812,91.2058173502
819,143.160707343
826,143.160707343
833,143.160707343
840,103.379202272
847,109.416138333
854,109.416138333
861,106.624257239
868,110.892823561
875,110.892823561
882,112.09170552
889,112.09170552
896,116.9128446
903,-136.793829299
910,122.0487462
917,122.0487462
924,155.238051706
931,109.459398472
938,98.3432816018
945,98.3432816018
952,114.051778954
959,101.523076801
966,-146.412781408
973,-146.412781408
980,90.9643244279
987,101.98364796
994,101.98364796
1001,101.98364796
1008,105.120478811
1015,124.044496325
1022,122.347044304
1029,122.347044304
1036,127.775357521
1043,130.04349655
1050,116.666247991
1057,-149.293886066
1064,115.645618662
1071,116.062993266
1078,115.285561631
1085,-117.647296117
1092,-117.647296117
1099,115.103836128
1106,-117.599498742
